Sentence ID,Sentence,Sentiment,Sentiment Label,Arousal,Dominance,Found Words,Word List
155,"Reluctantly, then, we turned back.",5.105,neutral,3.035,5.55,2 out of 3,"['turn', 'back']"
156,"We knew that our own base at Rackheath was too foggy for a landing, so we headed for another airfield near Norwich at Horsham Saint Faith after dropping the rest of the bombs into the shallow waters of a North Sea inlet called The Wash.",5.758333333333334,neutral,3.4916666666666667,5.384444444444444,18 out of 23,"['know', 'base', 'foggy', 'land', 'head', 'airfield', 'saint', 'faith', 'drop', 'rest', 'bomb', 'shallow', 'water', 'north', 'sea', 'inlet', 'call', 'wash']"
157,"It had been an exciting morning, but now it was over.",7.1,positive,5.28,6.07,2 out of 2,"['excite', 'morning']"
158,We were wrong.,3.24,negative,5.29,3.39,1 out of 1,['wrong']
159,"We made a normal landing approach to the Horsham airfield, which was empty of aircraft.",5.734285714285714,neutral,3.5685714285714285,5.531428571428571,7 out of 8,"['make', 'normal', 'land', 'approach', 'airfield', 'empty', 'aircraft']"
160,"Even though it was only a few miles from Rackheath, it had not suffered the dense fog that we had, and its planes had made it off safely.",4.918333333333333,neutral,3.7866666666666666,5.046666666666667,6 out of 10,"['mile', 'neg-suffer', 'neg-dense', 'fog', 'plan', 'make']"
161,"We touched down normally on the two main wheels under the wings, nose high, with the nose wheel 10 feet off the ground as we slowed down.",5.5675,neutral,3.67,5.651666666666666,12 out of 13,"['touch', 'two', 'main', 'wheel', 'wing', 'nose', 'high', 'nose', 'wheel', 'foot', 'grind', 'slow']"
162,"As the speed dropped, the nose wheel gradually came down until it too was rolling on concrete.",5.502857142857143,neutral,4.238571428571428,5.588571428571429,7 out of 8,"['speed', 'drop', 'nose', 'wheel', 'come', 'roll', 'concrete']"
163,By this time we were slowing down from about 75 miles an hour.,4.8575,neutral,3.2775,5.3325,4 out of 4,"['time', 'slow', 'mile', 'hour']"
164,Then catastrophe struck.,2.88,negative,5.58,2.8899999999999997,2 out of 2,"['catastrophe', 'strike']"
165,"As soon as the nose wheel came down and the fuselage was traveling parallel to the ground, the whole left landing gear broke off, the 10-foot strut supporting the huge wheels rolling upright backward to smash into the horizontal stabilizer in the tail section of the plane.",5.6075,neutral,3.89375,5.565833333333334,24 out of 26,"['nose', 'wheel', 'come', 'fuselage', 'travel', 'parallel', 'grind', 'whole', 'leave', 'land', 'gear', 'break', 'strut', 'support', 'huge', 'wheel', 'roll', 'upright', 'smash', 'horizontal', 'stabilizer', 'tail', 'section', 'plane']"
166,"The left wing dropped screeching onto the concrete, and the plane lurched into an uncontrollable leftward swing off the runway.",4.853,neutral,4.639,5.03,10 out of 12,"['leave', 'wing', 'drop', 'screech', 'concrete', 'plane', 'lurch', 'uncontrollable', 'swing', 'runway']"
167,"Again, it all seemed to be in slow motion.",5.083333333333333,neutral,3.6133333333333333,5.3566666666666665,3 out of 3,"['seem', 'slow', 'motion']"
168,I can still see the faces of a group of British laborers working with burning tar as our 30-ton juggernaut suddenly came crunching down on them.,5.136666666666667,neutral,4.124444444444444,5.291111111111111,9 out of 13,"['see', 'face', 'group', 'laborer', 'work', 'burn', 'tar', 'come', 'crunch']"
169,"One froze, then threw his shovel over his left shoulder and ran.",5.324285714285714,neutral,3.91,5.672857142857143,7 out of 7,"['one', 'freeze', 'throw', 'shovel', 'leave', 'shoulder', 'run']"
170,"We bore down on the burning tar, little flames licking all over it.",5.164,neutral,5.21,4.958,5 out of 6,"['burn', 'tar', 'little', 'flame', 'lick']"
171,There was nothing we could do.,N/A,N/A,N/A,N/A,0,
172,"I remember feeling disappointed, thinking that it was ridiculous that we should explode in a field of ordinary tar after everything else we had survived that morning.",5.351818181818182,neutral,4.0590909090909095,5.31,11 out of 13,"['remember', 'feel', 'disappoint', 'think', 'ridiculous', 'explode', 'field', 'ordinary', 'tar', 'survive', 'morning']"
173,I think I closed my eyes.,6.03,positive,3.836666666666667,6.053333333333334,3 out of 3,"['think', 'close', 'eye']"
174,Another miracle.,7.3,positive,5.52,5.26,1 out of 2,['miracle']
175,But the screeching stopped.,4.115,neutral,5.095,4.97,2 out of 2,"['screech', 'stop']"
176,"We had not exploded, apparently because our crunching juggernaut snuffed out the flames.",4.6625,neutral,4.935,4.3125,4 out of 6,"['neg-explode', 'crunch', 'snuff', 'flame']"
177,We came to rest with one wing on the ground and the other in the air.,6.275,positive,3.255,5.68,6 out of 6,"['come', 'rest', 'one', 'wing', 'grind', 'air']"
178,"We scrambled to get out, not knowing whether the gas tanks had ruptured and were about to blow.",5.171428571428572,neutral,4.317142857142858,4.8342857142857145,7 out of 8,"['scramble', 'get', 'neg-know', 'gas', 'tank', 'rupture', 'blow']"
179,"The B-24 has a small circular escape hatch over the cockpit area, and Scotty, Chuck Cox and I got through that little hole in seconds and ran down the sloping left wing to get away from the plane in case it did burn or explode.",5.3365,neutral,4.1255,5.0760000000000005,20 out of 23,"['small', 'circular', 'escape', 'hatch', 'cockpit', 'area', 'chuck', 'get', 'little', 'hole', 'second', 'run', 'slop', 'leave', 'wing', 'get', 'plane', 'case', 'burn', 'explode']"
180,"The navigator, bombardier and gunners all got safely out through other exits.",5.118,neutral,4.26,5.63,5 out of 6,"['navigator', 'bombardier', 'gunner', 'get', 'exit']"
181,Number 10607 did not burn.,5.34,neutral,5.55,4.985,2 out of 2,"['number', 'neg-burn']"
182,Adrenaline makes a difference.,5.863333333333333,neutral,4.256666666666667,5.793333333333333,3 out of 3,"['adrenaline', 'make', 'difference']"
183,"We had fled through that escape hatch encumbered with all sorts of light gear like oxygen hoses, electric wires and even earphones in my case.",5.651818181818181,neutral,4.301818181818182,5.700909090909091,11 out of 15,"['flee', 'escape', 'hatch', 'light', 'gear', 'like', 'oxygen', 'hose', 'electric', 'wire', 'case']"
184,"When it was clear later to go back in to get our personal effects, I could not get out of the hatch by myself even though I had stripped off all the unnecessary gear.",5.5218181818181815,neutral,3.8436363636363637,5.416363636363636,11 out of 15,"['clear', 'go', 'back', 'get', 'personal', 'effect', 'neg-get', 'hatch', 'strip', 'unnecessary', 'gear']"
185,The 10 of us gathered to look at Number 10607.,5.753333333333333,neutral,3.6533333333333333,6.056666666666667,3 out of 4,"['gather', 'look', 'number']"
186,The two propellers on the ground were bent like pretzels.,6.075,positive,4.131666666666667,5.418333333333333,6 out of 6,"['two', 'propeller', 'grind', 'bend', 'like', 'pretzel']"
187,There was a huge gash in the left stabilizer where the landing gear strut had crashed through it.,5.0325,neutral,4.11875,5.15375,8 out of 8,"['huge', 'gash', 'leave', 'stabilizer', 'land', 'gear', 'strut', 'crash']"
188,And then we saw for the first time the bits of tree branches embedded in the fronts of both wings.,5.861428571428571,neutral,3.7157142857142857,5.424285714285714,7 out of 9,"['saw', 'first', 'time', 'bit', 'tree', 'branch', 'wing']"
189,"We were a silent group; again, there was not much to say.",4.39,neutral,6.3100000000000005,4.046666666666667,3 out of 4,"['silent', 'group', 'neg-say']"
190,"We had taken off below take-off speed, we had survived a crashing bounce back to earth, we had smashed through trees, we had nearly rolled over on our back, and then we had survived a crash landing through fire.",5.5,neutral,4.387333333333333,5.314666666666667,15 out of 16,"['take', 'speed', 'survive', 'crash', 'bounce', 'back', 'earth', 'smash', 'tree', 'roll', 'back', 'survive', 'crash', 'land', 'fire']"
191,We could have died five times.,4.223333333333334,neutral,4.62,4.43,3 out of 4,"['die', 'five', 'time']"
192,It was truly a day of five miracles.,6.3533333333333335,positive,4.2299999999999995,5.5,3 out of 4,"['day', 'five', 'miracle']"
193,I remember thinking that after all that I would never be afraid again.,5.335,neutral,3.955,5.365,4 out of 5,"['remember', 'think', 'would', 'afraid']"
194,Back to life.,5.72,neutral,4.09,5.555,2 out of 2,"['back', 'life']"
195,Abruptly I was thrown on my right side.,6.0633333333333335,positive,4.22,6.366666666666667,3 out of 4,"['throw', 'right', 'side']"
196,A loud clanging of pipes filled my right ear.,5.71,neutral,4.115,6.5075,4 out of 6,"['clang', 'fill', 'right', 'ear']"
197,I dropped lengthwise on something hard.,4.29,neutral,4.585,4.890000000000001,2 out of 4,"['drop', 'hard']"
198,A babble of voices.,5.525,neutral,3.625,5.48,2 out of 2,"['babble', 'voice']"
199,Bright lights.,6.695,positive,4.26,6.135,2 out of 2,"['bright', 'light']"
200,"I tried to open my eyes, but only the right one would work at all.",6.047142857142857,positive,4.027142857142858,6.087142857142857,7 out of 7,"['try', 'open', 'eye', 'right', 'one', 'would', 'work']"
201,"I could see a hospital room wall, nurses passing back and forth.",5.185714285714286,neutral,3.797142857142857,5.062857142857143,7 out of 9,"['see', 'hospital', 'room', 'wall', 'nurse', 'pass', 'back']"
202,"I could only see straight ahead, so the nurses were just moving torsos, no feet or heads within my range of vision.",5.5375,neutral,3.86625,5.75875,8 out of 12,"['see', 'nurse', 'move', 'torso', 'neg-foot', 'neg-head', 'range', 'vision']"
203,My head felt as big as a balloon.,6.113333333333333,positive,4.226666666666667,5.54,3 out of 4,"['head', 'big', 'balloon']"
204,"Dimly I sensed that there was a bulbous presence on the left side of my head, something light but bulky.",5.494285714285715,neutral,3.8342857142857145,5.694285714285714,7 out of 10,"['sense', 'presence', 'leave', 'side', 'head', 'light', 'bulky']"
205,My left eye was covered.,5.483333333333333,neutral,4.0633333333333335,5.656666666666666,3 out of 3,"['leave', 'eye', 'cover']"
206,But my right eye saw clearly and sharply.,5.886666666666667,neutral,4.376666666666667,5.85,3 out of 5,"['right', 'eye', 'saw']"
207,"One of the torsos moved to the side, and I could see what looked like a 6-foot diameter clock: 10 minutes to 12.",5.716,neutral,3.711,5.535,10 out of 11,"['one', 'torso', 'move', 'side', 'see', 'look', 'like', 'diameter', 'clock', 'minute']"
208,"I was out, the operation was over.",2.94,negative,5.71,3.78,1 out of 1,['operation']
209,Four blank hours had passed since that hard black mask was pressed over my face in the operating room.,5.2672727272727276,neutral,3.6818181818181817,5.375454545454546,11 out of 12,"['four', 'blank', 'hour', 'pass', 'hard', 'black', 'mask', 'press', 'face', 'operate', 'room']"
210,I remember being surprised that I could see so clearly out of that one right eye.,6.633333333333333,positive,4.205,5.986666666666666,6 out of 8,"['remember', 'surprise', 'see', 'one', 'right', 'eye']"
211,"Everything looked sharper, brighter than usual.",5.715,neutral,3.48,6.23,2 out of 5,"['look', 'usual']"
212,I could see the metal sidebars on my bed - the pipes I had heard clanging.,5.701666666666666,neutral,3.743333333333333,6.036666666666667,6 out of 8,"['see', 'metal', 'sidebar', 'bed', 'hear', 'clang']"
213,Then another form came up to me.,5.64,neutral,3.71,6.205,2 out of 3,"['form', 'come']"
214,"It was the neurosurgeon, Dr Wright.",4.67,neutral,4.85,5.33,1 out of 3,['neurosurgeon']
215,He leaned over to look at me.,6.15,positive,3.54,5.859999999999999,2 out of 2,"['lean', 'look']"
216,"""We got it all, and it seems to be benign,"" he said.",5.827500000000001,neutral,3.65,5.765000000000001,4 out of 4,"['get', 'seem', 'benign', 'say']"
217,"Then he asked, ""Would you like to see your wife?""",6.454,positive,3.96,6.002,5 out of 5,"['ask', 'would', 'like', 'see', 'wife']"
218,"I can't remember whether I spoke or made a sign, but in moments Kathleen was there.",5.974,neutral,3.648,5.96,5 out of 8,"['remember', 'speak', 'make', 'sign', 'moment']"
219,She was happily surprised that I could talk.,7.04,positive,4.975,5.805,2 out of 4,"['surprise', 'talk']"
220,"We both had taken it for granted that I'd be ""out of it"" for a day or two after such an operation.",5.105,neutral,4.295,4.8125,4 out of 5,"['take', 'day', 'two', 'operation']"
221,"She told me more of what Dr Wright had said, about how successful it had been.",6.3133333333333335,positive,4.456666666666667,6.51,3 out of 5,"['tell', 'say', 'successful']"
222,We held hands again.,5.975,neutral,4.42,5.775,2 out of 2,"['hold', 'hand']"
223,"In rapid succession Sheila, Brian and Debbie came through for brief visits.",5.458,neutral,4.216,5.504,5 out of 8,"['rapid', 'succession', 'come', 'brief', 'visit']"
224,Then they were all gone.,6.32,positive,4.86,5.33,1 out of 1,['go']
225,"I was by myself, and I remembered that day of miracles 45 years ago.",6.4775,positive,3.9025,5.7425,4 out of 5,"['remember', 'day', 'miracle', 'year']"
226,"Truly, this was the day of the sixth miracle.",6.83,positive,4.57,5.425,2 out of 4,"['day', 'miracle']"
